time;x;y;yaw;x_gt;y_gt;yaw_gt;error_x;error_y;error_yaw;RMS
78;-248.8691136014;300.3985739642;-1.2058392136;-248.8565855993;297.1502956182;-1.2050017146;0.012528002;3.248278346;0.000837499;3.248302613
78.5;-248.8692739376;300.5657761227;-1.2046975021;-248.8566576151;297.1505370447;-1.2045737408;0.0126163225;3.415239078;0.0001237614;3.4152623833
79;-248.8692739376;300.5657761227;-1.2046975021;-248.8567438468;297.1508225324;-1.2040685289;0.0125300908;3.4149535903;0.0006289732;3.4149766357
79.5;-248.8694279323;300.732944035;-1.203793531;-248.8568130398;297.1510484907;-1.2036693873;0.0126148925;3.5818955443;0.0001241437;3.5819177603
80;-248.8694279323;300.732944035;-1.203793531;-248.8568960689;297.1513156293;-1.2031984051;0.0125318634;3.5816284057;0.0005951259;3.5816503791
80.5;-248.8695510393;300.9000138749;-1.2031247493;-248.8568589951;297.1512616071;-1.2022675833;0.0126920442;3.7487522678;0.000857166;3.7487738513
81;-248.8695510393;300.9000138749;-1.2031247493;-248.8562816935;297.1497999228;-1.1999765751;0.0132693458;3.7502139521;0.0031481742;3.7502387488
81.5;-248.8675699514;301.0616350253;-1.1974828817;-248.8552108065;297.1470738642;-1.1947979406;0.0123591449;3.9145611611;0.0026849411;3.9145815921
82;-248.8675699514;301.0616350253;-1.1974828817;-248.8541094977;297.1442859981;-1.187908901;0.0134604537;3.9173490272;0.0095739807;3.9173838523
82.5;-248.8652814122;301.2225704905;-1.1838356945;-248.8530808973;297.1417101951;-1.1799852642;0.012200515;4.0808602954;0.0038504304;4.0808803498
83;-248.8652814122;301.2225704905;-1.1838356945;-248.8518034169;297.1385644475;-1.1681760197;0.0134779953;4.0840060431;0.0156596748;4.0840583054
83.5;-248.8629333169;301.3835866973;-1.1619044653;-248.8506298326;297.1357399789;-1.1554703407;0.0123034843;4.2478467184;0.0064341247;4.2478694091
84;-248.8629333169;301.3835866973;-1.1619044653;-248.8495637726;297.1332379311;-1.1424830994;0.0133695442;4.2503487662;0.019421366;4.2504141644
84.5;-248.8605358091;301.5448020676;-1.1332063102;-248.8482456946;297.1302377671;-1.1246719382;0.0122901145;4.4145643005;0.008534372;4.4145896577
85;-248.8605358091;301.5448020676;-1.1332063102;-248.8470300083;297.1275690754;-1.1066904081;0.0135058008;4.4172329922;0.0265159021;4.4173332235
85.5;-248.8580642449;301.7062463746;-1.0971734672;-248.8457947505;297.1249587528;-1.0870566179;0.0122694944;4.5812876217;0.0101168493;4.5813152221
86;-248.8580642449;301.7062463746;-1.0971734672;-248.8445372636;297.122408824;-1.0658191211;0.0135269813;4.5838375506;0.0313543461;4.5839647429
86.5;-248.8554964578;301.8679364629;-1.0545035768;-248.8432551703;297.1199212318;-1.0429959684;0.0122412875;4.7480152311;0.0115076084;4.7480449565
87;-248.8554964578;301.8679364629;-1.0545035768;-248.8419463356;297.1174979631;-1.0186075152;0.0135501222;4.7504384998;0.0358960616;4.7505934444
87.5;-248.8528166814;302.0298873378;-1.0058538093;-248.8407440286;297.1153736945;-0.9954050633;0.0120726528;4.9145136433;0.0104487459;4.9145395792
88;-248.8528166814;302.0298873378;-1.0058538093;-248.8392416236;297.112852526;-0.9654747934;0.0135750577;4.9170348117;0.0403790159;4.917219345
88.5;-248.8500123204;302.1921156102;-0.9512773703;-248.8378205528;297.1106043104;-0.9307765678;0.0121917675;5.0815112998;0.0205008026;5.0815672791
